DE_0,FE_0,label
-0.093042,0.045405,0
-0.090122,0.046433,0
-0.06634,0.044173,0
-0.037342,0.066567,0
-0.011682,0.087318,0
0.021696,0.094509,0
0.058204,0.072115,0
0.087201,0.017464,0
0.095337,-0.019724,0
0.052988,-0.029585,0
-0.017941,-0.019107,0
-0.069678,-0.0020545,0
-0.077814,0.016642,0
-0.044018,0.025887,0
-0.0068843,0.051364,0
0.017941,0.086496,0
0.025451,0.09718,0
0.046938,0.078073,0
0.098466,0.019724,0
0.12079,-0.019929,0
0.091165,-0.047049,0
0.024408,-0.049925,0
-0.02712,-0.022805,0
-0.040054,-0.0014382,0
-0.012517,0.027736,0
0.036299,0.05198,0
0.060081,0.10478,0
0.080317,0.12615,0
0.10347,0.11423,0
0.13372,0.07684,0
0.15604,0.010889,0
0.1429,-0.017053,0
0.084281,-0.032462,0
0.0014603,0.0053418,0
-0.052571,0.036776,0
-0.057786,0.037804,0
-0.022739,0.064307,0
0.0064671,0.083825,0
0.032335,0.084647,0
0.069886,0.07232,0
0.099927,0.034105,0
0.12475,-0.027325,0
0.13247,-0.062458,0
0.10431,-0.088345,0
0.038177,-0.059171,0
-0.02253,-0.015204,0
-0.02253,-0.010684,0
0.0045895,0.014587,0
0.028163,0.028558,0
0.037759,0.035338,0
0.026286,0.021162,0
0.03317,-0.0055473,0
0.035882,-0.057938,0
0.044435,-0.091016,0
0.037968,-0.083209,0
-0.019818,-0.068622,0
-0.062585,-0.016025,0
-0.083029,-0.014382,0
-0.057995,-0.0047255,0
-0.011682,0.017464,0
0.017524,0.023422,0
0.032127,0.04294,0
0.034004,0.020956,0
0.056118,-0.022395,0
0.071764,-0.073347,0
0.069052,-0.090605,0
0.016063,-0.075607,0
-0.071555,-0.0069855,0
-0.12392,0.041502,0
-0.15438,0.0565,0
-0.13831,0.095536,0
-0.10368,0.10375,0
-0.08136,0.12204,0
-0.048399,0.10478,0
-0.013351,0.047255,0
0.031501,-0.021367,0
0.061959,-0.052596,0
0.058204,-0.037804,0
0.0121,0.012327,0
-0.043183,0.077456,0
-0.070512,0.090195,0
-0.059247,0.13313,0
-0.020444,0.1393,0
-0.002712,0.1356,0
0.0052154,0.13396,0
0.011474,0.069444,0
0.03171,0.012738,0
0.062376,-0.033489,0
0.065714,-0.024449,0
0.039428,0.027736,0
-0.0047982,0.088345,0
-0.031918,0.10108,0
-0.028789,0.095742,0
-0.0075102,0.081565,0
0.0098049,0.053213,0
0.018358,0.064102,0
0.031918,0.025476,0
0.052362,-0.013149,0
0.091165,-0.045611,0
0.12162,-0.054856,0
0.11182,-0.0028764,0
0.074058,0.051775,0
0.020236,0.087113,0
-0.021487,0.076429,0
-0.012726,0.060609,0
-0.0087618,0.025271,0
-0.017315,0.014382,0
-0.013143,-0.0086291,0
-0.010431,-0.060815,0
0.036925,-0.07684,0
0.0799,-0.095536,0
0.097841,-0.051158,0
0.087618,0.023216,0
0.042349,0.063691,0
0.024199,0.076224,0
0.018984,0.045816,0
0.033378,0.012738,0
0.036299,0.030818,0
0.023365,0.05198,0
0.027746,0.02938,0
0.042349,0.0113,0
0.078231,-0.038625,0
0.082403,-0.041502,0
0.051528,0.01808,0
0.022322,0.04972,0
-0.0014603,0.10067,0
-0.0037551,0.091222,0
0.010431,0.063485,0
0.027537,0.077045,0
0.034004,0.0678,0
0.026911,0.054035,0
0.048399,0.026504,0
0.083238,-0.01356,0
0.10514,-0.032462,0
0.095337,0.016847,0
0.035673,0.084853,0
-0.011891,0.12635,0
-0.045478,0.13396,0
-0.068009,0.0904,0
-0.081569,0.068827,0
-0.094711,0.068827,0
-0.086367,0.059376,0
-0.074058,0.051158,0
-0.037342,0.0049309,0
0.018567,-0.04294,0
0.04527,-0.028558,0
0.032335,0.01808,0
-0.0043809,0.079511,0
-0.026494,0.10314,0
-0.030458,0.074375,0
-0.021905,0.067184,0
-0.014394,0.061636,0
-0.027746,0.068827,0
-0.017315,0.073142,0
0.020444,0.023011,0
0.055283,-0.02712,0
0.066757,-0.047255,0
0.027954,0.0010273,0
-0.047564,0.076635,0
-0.12559,0.11916,0
-0.15688,0.12882,0
-0.12433,0.094509,0
-0.07239,0.075813,0
-0.036508,0.080127,0
-0.017941,0.078895,0
0.012308,0.040475,0
0.049859,-0.03842,0
0.089287,-0.080949,0
0.10431,-0.068416,0
0.062167,-0.0061636,0
0.010639,0.062869,0
-0.037551,0.085264,0
-0.050276,0.071704,0
-0.053406,0.036365,0
-0.083029,0.019107,0
-0.095546,0.014176,0
-0.089496,-0.0047255,0
-0.056118,-0.034722,0
-0.014603,-0.079716,0
0.017524,-0.078278,0
0.015855,-0.03842,0
-0.0056326,0.017669,0
-0.0016689,0.061636,0
0.015646,0.03616,0
0.034213,-0.0057527,0
0.051111,-0.017053,0
0.054657,-0.00041091,0
0.05424,0.013149,0
0.058621,-0.0047255,0
0.073641,-0.053624,0
0.094711,-0.084442,0
0.078648,-0.081976,0
0.02712,-0.034105,0
-0.028789,0.015204,0
-0.061959,0.0080127,0
-0.050068,-0.0012327,0
-0.020236,-0.010067,0
-0.0022948,0.025476,0
-0.011891,0.072115,0
-0.023365,0.083209,0
-0.0035465,0.053624,0
0.029415,-0.017875,0
0.051319,-0.04972,0
0.028789,-0.054445,0
-0.012308,-0.021573,0
-0.040054,-0.0049309,0
-0.048607,-0.022805,0
-0.029623,-0.0047255,0
-0.03317,0.032256,0
-0.060081,0.095125,0
-0.085324,0.13005,0
-0.083029,0.10786,0
-0.044435,0.048487,0
-0.01502,-0.023833,0
-0.010639,-0.060198,0
-0.029623,-0.040064,0
-0.04965,-0.014587,0
-0.039428,-0.018902,0
-0.0075102,-0.012944,0
0.01961,0.0039036,0
0.008136,0.058555,0
-0.035047,0.11773,0
-0.049025,0.12122,0
-0.03317,0.065745,0
-0.0022948,-0.010684,0
0.038802,-0.052596,0
0.037134,-0.050542,0
0.015229,-0.0094509,0
-0.0016689,-0.0030818,0
-0.0045895,-0.0024655,0
-0.00083446,0.021778,0
-0.018984,0.041091,0
-0.041306,0.094509,0
-0.054866,0.12656,0
-0.02253,0.09718,0
0.028789,0.04294,0
0.080108,-0.0080127,0
0.11578,-0.02938,0
0.10243,-0.0069855,0
0.093668,0.00678,0
0.094503,-0.0028764,0
0.096172,-0.0057527,0
0.089913,-0.0032873,0
0.047356,0.057322,0
-0.011682,0.12759,0
-0.048607,0.13478,0
-0.050276,0.097796,0
-0.026286,0.033078,0
-0.0052154,0.0071909,0
0.0035465,0.031435,0
0.012934,0.0565,0
0.035047,0.070676,0
0.083863,0.066567,0
0.11891,0.056705,0
0.1139,0.089578,0
0.07531,0.14259,0
0.014603,0.1545,0
-0.01356,0.13313,0
0,0.088551,0
0.027746,0.034516,0
0.047773,0.027942,0
0.027537,0.030818,0
0.0077188,0.020751,0
0.021696,0.019518,0
0.030458,-0.010889,0
0.016898,0.018285,0
-0.037342,0.095125,0
-0.10723,0.13539,0
-0.13894,0.15573,0
-0.12913,0.12122,0
-0.069052,0.066567,0
-0.0075102,0.042118,0
0.024825,0.039242,0
0.060707,0.034105,0
0.084698,0.011505,0
0.095546,-0.032667,0
0.092417,-0.048898,0
0.047773,-0.00020545,0
-0.034213,0.061225,0
-0.11203,0.12122,0
-0.13414,0.13704,0
-0.083446,0.082798,0
0,0.032667,0
0.064462,0.0032873,0
0.10076,-0.034927,0
0.12058,-0.046227,0
0.12413,-0.072731,0
0.12517,-0.098207,0
0.10639,-0.042118,0
0.044018,0.0094509,0
-0.018358,0.087729,0
-0.043809,0.12779,0
-0.008136,0.066156,0
0.048816,0.033489,0
0.087201,-0.013355,0
0.12058,-0.052391,0
0.13143,-0.05876,0
0.1356,-0.083209,0
0.13268,-0.10684,0
0.099927,-0.077456,0
0.039428,-0.016847,0
-0.031918,0.046638,0
-0.08887,0.10211,0
-0.097423,0.075196,0
-0.049859,0.030818,0
0.014186,-0.020135,0
0.06634,-0.074785,0
0.091582,-0.085469,0
0.11703,-0.10334,0
0.13956,-0.13786,0
0.12433,-0.13375,0
0.081777,-0.093071,0
0.01961,-0.02486,0
-0.044018,0.059787,0
-0.076353,0.06554,0
-0.058412,0.053007,0
-0.0020862,0.021573,0
0.046104,-0.025476,0
0.074893,-0.012327,0
0.084906,-0.022805,0
0.08595,-0.040885,0
0.090122,-0.053418,0
0.062793,-0.046022,0
0.016063,0.00226,0
-0.045687,0.069444,0
-0.091582,0.12081,0
-0.083655,0.13211,0
-0.047564,0.12615,0
0.013351,0.092249,0
0.068217,0.089784,0
0.092625,0.090605,0
0.087618,0.049515,0
0.066757,0.0226,0
0.040054,-0.0047255,0
-0.010848,0.0053418,0
-0.088036,0.08136,0
-0.14666,0.14156,0
-0.15208,0.16991,0
-0.12308,0.16642,0
-0.067383,0.128,0
0.0052154,0.10827,0
0.070512,0.093482,0
0.10285,0.061225,0
0.11474,0.030407,0
0.099092,0.0086291,0
0.04819,0.024038,0
-0.02712,0.086085,0
-0.1137,0.14793,0
-0.15187,0.1771,0
-0.15166,0.17792,0
-0.10931,0.13909,0
-0.044644,0.10211,0
0.0075102,0.082387,0
0.078439,0.036776,0
0.13706,-0.011095,0
0.17691,-0.060198,0
0.17023,-0.082798,0
0.10014,-0.043145,0
0.010639,0.0047255,0
-0.074684,0.055473,0
-0.10806,0.09266,0
-0.083029,0.071909,0
-0.036716,0.060815,0
0.0062585,0.065129,0
0.050485,0.039653,0
0.10222,0.01808,0
0.13497,-0.021573,0
0.13518,-0.059787,0
0.093668,-0.058349,0
0.013977,-0.035749,0
-0.064671,-0.00061636,0
-0.11182,0.035133,0
-0.10723,0.05198,0
-0.063002,0.060815,0
-0.010222,0.099645,0
0.061124,0.12574,0
0.1356,0.12738,0
0.19255,0.092044,0
0.21967,0.015409,0
0.19902,-0.019724,0
0.13998,-0.024449,0
0.057995,-0.0098618,0
0.0039637,0.029175,0
-0.0064671,0.06102,0
0.0091791,0.089784,0
0.056743,0.12368,0
0.10139,0.15984,0
0.13643,0.18532,0
0.16293,0.17114,0
0.17711,0.1054,0
0.17294,0.043556,0
0.11599,0.020545,0
0.044018,0.0113,0
-0.014603,0.042324,0
-0.04068,0.086702,0
-0.031084,0.099029,0
-0.01815,0.12307,0
0.012934,0.15697,0
0.040889,0.17197,0
0.068843,0.15861,0
0.10744,0.090811,0
0.12475,0.00452,0
0.10201,-0.049515,0
0.02858,-0.076224,0
-0.056743,-0.042118,0
-0.12955,-0.025271,0
-0.16585,-0.035544,0
-0.14624,-0.020751,0
-0.11224,-0.0071909,0
-0.061124,0.043556,0
-0.0033378,0.070265,0
0.049025,0.046638,0
0.084489,0.0034927,0
0.076562,-0.036571,0
0.050902,-0.072525,0
-0.008136,-0.074991,0
-0.074893,-0.041707,0
-0.08887,-0.038215,0
-0.065714,-0.0010273,0
-0.036299,0.050336,0
-0.02253,0.098824,0
-0.0095963,0.13498,0
0.017524,0.10211,0
0.040889,0.048487,0
0.06175,-0.025065,0
0.046938,-0.083209,0
0.0020862,-0.079511,0
-0.029832,-0.055267,0
-0.043809,-0.040885,0
-0.01502,0.00904,0
0.013769,0.056911,0
0.025868,0.10869,0
0.035256,0.18532,0
0.037968,0.18902,0
0.06175,0.15861,0
0.074267,0.070676,0
0.069678,-0.0088345,0
0.026703,-0.02712,0
-0.037968,-0.03616,0
-0.073433,-0.0094509,0
-0.087201,0.014176,0
-0.071138,0.067595,0
-0.064462,0.10971,0
-0.051319,0.15347,0
-0.025868,0.17628,0
0.0068843,0.13909,0
0.059664,0.088756,0
0.082194,0.0113,0
0.062376,-0.0047255,0
0.011265,-0.0043145,0
-0.026703,-0.010889,0
-0.037342,-0.00082182,0
-0.024825,-0.0071909,0
-0.0075102,-0.0049309,0
-0.0089705,0.023216,0
-0.013769,0.064513,0
-0.011474,0.070265,0
0.0060498,0.039858,0
0.020444,-0.019724,0
0.021279,-0.047665,0
-0.020653,-0.04972,0
-0.077188,-0.041296,0
-0.095963,-0.030818,0
-0.085532,-0.044378,0
-0.051111,-0.037187,0
-0.035465,-0.023627,0
-0.030458,0.012738,0
-0.021905,0.021367,0
-0.0045895,-0.0030818,0
0.044644,-0.032051,0
0.086784,-0.059582,0
0.07239,-0.028147,0
0.0098049,-0.0047255,0
-0.048399,0.01582,0
-0.071764,0.00678,0
-0.052571,-0.034722,0
-0.033378,-0.022189,0
-0.034213,-0.0063691,0
-0.041514,0.0032873,0
-0.03922,-0.011095,0
0.00020862,-0.062664,0
0.042558,-0.098618,0
0.044435,-0.095331,0
0.0079274,-0.07458,0
-0.036508,-0.032667,0
-0.059873,-0.0061636,0
-0.050694,-0.026504,0
-0.028998,-0.023011,0
-0.020862,-0.014382,0
-0.018567,0.0098618,0
-0.011891,0.026915,0
0.010639,-0.00020545,0
0.037968,-0.0088345,0
0.03171,0.0094509,0
-0.01356,0.041913,0
-0.069678,0.0791,0
-0.11912,0.096975,0
-0.13122,0.055473,0
-0.10306,0.02034,0
-0.07531,0.010889,0
-0.064254,0.011711,0
-0.068843,0.042118,0
-0.044018,0.04294,0
0.0095963,0.042118,0
0.060707,0.067389,0
0.091582,0.093687,0
0.074267,0.14567,0
0.028163,0.18183,0
-0.014186,0.14895,0
-0.020653,0.10417,0
-0.014603,0.062047,0
-0.026703,0.037804,0
-0.050694,0.054445,0
-0.067174,0.046433,0
-0.04068,0.029175,0
-0.0014603,0.028764,0
0.020027,0.046638,0
0.0089705,0.10006,0
-0.031501,0.14279,0
-0.043183,0.13005,0
-0.024825,0.08136,0
0.0058412,0.02938,0
0.039428,-0.015615,0
0.056535,-0.02486,0
0.069678,-0.026709,0
0.098466,-0.051775,0
0.13456,-0.0678,0
0.14624,-0.067389,0
0.1187,-0.019929,0
0.058412,0.050953,0
-0.0041723,0.068416,0
-0.028998,0.048282,0
-0.017524,0.0047255,0
0.010222,-0.05198,0
0.031501,-0.069033,0
0.032961,-0.077456,0
0.046104,-0.10725,0
0.078439,-0.13046,0
0.11766,-0.13211,0
0.13706,-0.093893,0
0.11203,-0.014793,0
0.064879,0.04294,0
0.019193,0.048282,0
0.00083446,0.018491,0
-0.00083446,-0.029585,0
-0.0098049,-0.039242,0
-0.03317,-0.022395,0
-0.044018,-0.03164,0
-0.025034,-0.043556,0
0.0033378,-0.049925,0
0.031292,-0.045405,0
0.037759,0.019518,0
0.024408,0.096358,0
0.0091791,0.12718,0
0.0089705,0.11999,0
0.034004,0.059171,0
0.040054,0.021367,0
0.021279,0.022805,0
0,0.011916,0
-0.026494,0.0071909,0
-0.021487,-0.013355,0
-0.00020862,-0.019313,0
-0.0052154,0.02486,0
-0.034422,0.088345,0
-0.061333,0.14135,0
-0.053614,0.14937,0
-0.025242,0.10088,0
0.0056326,0.061225,0
0.020653,0.059787,0
0.013351,0.047049,0
0.00062585,0.046433,0
0.0010431,0.013971,0
0.029206,-0.0452,0
0.036508,-0.04746,0
-0.0016689,-0.019313,0
-0.045895,0.02034,0
-0.061333,0.029175,0
-0.035673,-0.015204,0
0.0018775,-0.057938,0
0.02712,-0.057322,0
0.023156,-0.046844,0
-0.0025034,-0.013149,0
-0.0062585,-0.0063691,0
0.01815,-0.061636,0
0.041723,-0.079716,0
0.03317,-0.077662,0
0.0075102,-0.035749,0
-0.008136,0.0041091,0
0.0012517,-0.00041091,0
0.027537,-0.0055473,0
0.062793,-0.0010273,0
0.064254,0.0339,0
0.023365,0.072731,0
0.0035465,0.091427,0
-0.0022948,0.042735,0
0.012934,-0.014793,0
0.035256,-0.038215,0
0.041097,-0.018491,0
0.028789,0.046844,0
0.011891,0.079716,0
0.016063,0.096564,0
0.032544,0.098207,0
0.041723,0.12779,0
0.023991,0.1771,0
0.0060498,0.21059,0
-0.0087618,0.19148,0
-0.0050068,0.099645,0
0.014394,0.031845,0
0.011265,-0.0010273,0
-0.0035465,0.030407,0
-0.018358,0.068827,0
-0.0045895,0.085058,0
0.026703,0.10766,0
0.04673,0.13087,0
0.043601,0.18984,0
0.0095963,0.23463,0
-0.020862,0.2336,0
-0.03922,0.15306,0
-0.033587,0.069033,0
-0.016481,0.024038,0
-0.022948,0.0096564,0
-0.022948,0.042735,0
0.0095963,0.04746,0
0.060707,0.055884,0
0.098466,0.069238,0
0.10493,0.10971,0
0.084489,0.17916,0
0.048607,0.20155,0
0.032961,0.15799,0
0.029623,0.070265,0
0.031292,-0.017669,0
0.040889,-0.077662,0
0.038385,-0.072115,0
0.049025,-0.076635,0
0.078022,-0.078689,0
0.10556,-0.055884,0
0.12392,-0.013355,0
0.10347,0.083415,0
0.054657,0.15532,0
0.020444,0.16868,0
0.017106,0.11588,0
0.038802,0.030407,0
0.052571,-0.045816,0
0.051945,-0.085264,0
0.053614,-0.089167,0
0.07677,-0.096975,0
0.11495,-0.11485,0
0.14374,-0.11773,0
0.1454,-0.064307,0
0.099718,0.02486,0
0.049025,0.0904,0
0.030458,0.10601,0
0.037968,0.070882,0
0.061124,-0.0071909,0
0.071138,-0.064718,0
0.072807,-0.088345,0
0.088036,-0.11012,0
0.11745,-0.1167,0
0.14123,-0.10314,0
0.12851,-0.044584,0
0.07239,0.053418,0
-0.0077188,0.1469,0
-0.055909,0.1884,0
-0.048607,0.16293,0
-0.016063,0.095536,0
0.010014,0.040064,0
0.02253,0.012533,0
0.038594,-0.0047255,0
0.059664,-0.018696,0
0.090539,-0.044173,0
0.10765,-0.021162,0
0.061959,0.064924,0
-0.018984,0.18532,0
-0.081151,0.27736,0
-0.097841,0.29154,0
-0.078857,0.22867,0
-0.040889,0.13293,0
0.015855,0.06328,0
0.033378,0.00041091,0
0.038594,-0.018285,0
0.063419,-0.027736,0
0.078439,-0.0041091,0
0.072181,0.083004,0
0.0025034,0.19107,0
-0.061124,0.29072,0
-0.078439,0.30181,0
-0.067174,0.26586,0
-0.014394,0.17772,0
0.023574,0.09492,0
0.034839,0.046638,0
0.035673,0,0
0.055074,-0.024244,0
0.091165,-0.044378,0
0.097423,-0.0014382,0
0.072807,0.074375,0
0.0018775,0.17053,0
-0.076145,0.23257,0
-0.11328,0.21511,0
-0.10827,0.1506,0
-0.070303,0.072115,0
-0.023574,0.01808,0
0.021905,-0.040064,0
0.050902,-0.078484,0
0.078439,-0.1282,0
0.091374,-0.13622,0
0.050276,-0.098207,0
-0.029206,-0.030202,0
-0.11724,0.064718,0
-0.1623,0.073758,0
-0.15375,0.063485,0
-0.12141,0.032873,0
-0.069052,-0.0020545,0
-0.011891,-0.021367,0
0.046521,-0.055473,0
0.091999,-0.091222,0
0.11536,-0.13498,0
0.10598,-0.11382,0
0.042766,-0.048282,0
-0.026494,0.047049,0
-0.075936,0.11218,0
-0.081777,0.11095,0
-0.03463,0.079716,0
0.019401,0.027325,0
0.071555,-0.0026709,0
0.099092,-0.025271,0
0.10869,-0.054445,0
0.12079,-0.085675,0
0.10285,-0.080333,0
0.044018,-0.04068,0
-0.040889,0.030407,0
-0.10619,0.10108,0
-0.13205,0.12944,0
-0.11203,0.12553,0
-0.057995,0.10499,0
-0.014603,0.1056,0
0.022948,0.094509,0
0.040054,0.078689,0
0.050694,0.038215,0
0.056743,-0.0086291,0
0.024825,-0.0088345,0
-0.032544,0.013149,0
-0.10493,0.057733,0
-0.14374,0.071293,0
-0.1452,0.050953,0
-0.12809,0.033489,0
-0.084489,0.025065,0
-0.051319,0.0069855,0
-0.012934,-0.014587,0
0.032127,-0.047255,0
0.059664,-0.09944,0
0.064879,-0.11567,0
0.0039637,-0.10745,0
-0.076145,-0.061636,0
-0.13435,-0.0086291,0
-0.13894,0.020135,0
-0.080317,0.047049,0
-0.026077,0.058144,0
0.039846,0.063896,0
0.08136,0.057322,0
0.089913,0.017464,0
0.094711,-0.052802,0
0.059038,-0.11752,0
-0.0060498,-0.14402,0
-0.10076,-0.1206,0
-0.17628,-0.061636,0
-0.1865,-0.0065745,0
-0.15584,0.026915,0
-0.085324,0.038625,0
0.00020862,0.048487,0
0.058412,0.05876,0
0.086367,0.0339,0
0.10493,-0.014382,0
0.11766,-0.055678,0
0.10973,-0.079511,0
0.056535,-0.061842,0
-0.008136,-0.012533,0
-0.047147,0.018696,0
-0.056535,0.046638,0
-0.01961,0.085469,0
0.030041,0.10375,0
0.065088,0.13293,0
0.091791,0.14813,0
0.11662,0.10725,0
0.1429,0.057733,0
0.15667,0.0055473,0
0.12705,-0.017053,0
0.075519,0.0049309,0
0.02858,0.022805,0
-0.0085532,0.037598,0
-0.0033378,0.044173,0
0.028789,0.064513,0
0.062376,0.11567,0
0.083238,0.1432,0
0.098675,0.13971,0
0.12872,0.089578,0
0.13936,0.0028764,0
0.11849,-0.050336,0
0.059038,-0.066156,0
-0.018984,-0.055267,0
-0.07677,-0.032873,0
-0.10055,0.0026709,0
-0.077188,0.039653,0
-0.044226,0.079922,0
-0.005424,0.12286,0
0.029623,0.11793,0
0.056743,0.060609,0
0.07385,-0.024244,0
0.055074,-0.094304,0
0.0091791,-0.11834,0
-0.061959,-0.10396,0
-0.10827,-0.07232,0
-0.11411,-0.025271,0
-0.10389,0.0078073,0
-0.068843,0.046638,0
-0.02712,0.097796,0
0.0025034,0.11074,0
0.027329,0.089784,0
0.057369,0.0088345,0
0.081151,-0.062664,0
0.074058,-0.084031,0
0.024825,-0.077867,0
-0.042349,-0.032051,0
-0.081569,-0.0065745,0
-0.092417,0.026298,0
-0.092417,0.057733,0
-0.069678,0.0904,0
-0.04819,0.12574,0
-0.021279,0.10704,0
0.029623,0.077867,0
0.069678,0.028147,0
0.080734,-0.00082182,0
0.043183,0.023833,0
-0.027746,0.046638,0
-0.096589,0.055884,0
-0.13101,0.057938,0
-0.12872,0.051364,0
-0.10493,0.070882,0
-0.055909,0.11279,0
-0.023156,0.12409,0
0.026703,0.093071,0
0.07239,0.016231,0
0.075727,-0.0339,0
0.065714,-0.06328,0
0.013977,-0.063485,0
-0.01961,-0.021162,0
-0.034422,-0.0043145,0
-0.042558,0.023216,0
-0.032544,0.05424,0
-0.025034,0.096975,0
-0.0066757,0.12204,0
0.01356,0.092249,0
0.043392,0.027736,0
0.074893,-0.048693,0
0.097632,-0.084031,0
0.09346,-0.084853,0
0.061542,-0.04972,0
0.053197,-0.017875,0
0.075936,-0.0086291,0
0.09638,0.014998,0
0.10535,0.05424,0
0.11057,0.066362,0
0.11954,0.054856,0
0.13393,0.012533,0
0.15542,-0.066362,0
0.16418,-0.08588,0
0.11975,-0.077662,0
0.064671,-0.034722,0
0.026494,0.0092455,0
0.0083446,0.00020545,0
0.020027,0.0047255,0
0.025451,0.0055473,0
0.041514,0.02034,0
0.056743,0.018696,0
0.071346,-0.0036982,0
0.11641,-0.043967,0
0.14228,-0.064718,0
0.12413,-0.027531,0
0.068217,0.013971,0
-0.0035465,0.048898,0
-0.038385,0.022805,0
-0.032961,-0.023011,0
-0.021279,-0.048898,0
-0.014186,-0.049925,0
-0.0089705,-0.032462,0
0.0020862,-0.018902,0
0.026286,-0.020135,0
0.044852,-0.038215,0
0.045478,-0.016847,0
0.011891,0.035955,0
-0.032335,0.097796,0
-0.042558,0.11218,0
-0.029623,0.096153,0
-0.0095963,0.069444,0
-0.0089705,0.052185,0
-0.017106,0.063075,0
-0.019193,0.043762,0
-0.017524,0.015615,0
0.0089705,-0.03164,0
0.023365,-0.044584,0
0.0085532,0.0014382,0
-0.026494,0.077045,0
-0.065714,0.14217,0
-0.064254,0.15245,0
-0.043809,0.14978,0
-0.026911,0.13519,0
-0.027746,0.13971,0
-0.042349,0.14176,0
-0.030875,0.128,0
-0.011265,0.093276,0
0.012934,0.040064,0
0.011265,0.050131,0
-0.035673,0.1017,0
-0.069886,0.16662,0
-0.089496,0.20176,0
-0.065297,0.17628,0
-0.0091791,0.13313,0
0.017524,0.12019,0
0.030875,0.12142,0
0.039846,0.11115,0
0.083446,0.081771,0
0.1308,0.03842,0
0.12913,0.060404,0
0.086158,0.11382,0
0.008136,0.17258,0
-0.043392,0.20319,0
-0.058412,0.1734,0
-0.027954,0.13293,0
0.016689,0.098618,0
0.030249,0.10047,0
0.05278,0.093687,0
0.076979,0.061636,0
0.13643,0.015409,0
0.19401,-0.011095,0
0.18796,0.012533,0
0.15667,0.068827,0
0.10723,0.1243,0
0.068426,0.13211,0
0.041306,0.10725,0
0.029206,0.072731,0
0.032127,0.056295,0
0.026286,0.047665,0
0.02253,0.024244,0
0.035047,-0.028764,0
0.078857,-0.077867,0
0.098466,-0.092044,0
0.062793,-0.053624,0
0.0070929,0.022189,0
-0.03922,0.050131,0
-0.040263,0.053624,0
-0.015438,0.040475,0
0.0018775,0.032667,0
0.015229,0.030613,0
0.019401,0.0041091,0
0.040889,-0.035133,0
0.099718,-0.10129,0
0.14415,-0.13457,0
0.12121,-0.09718,0
0.053197,-0.0028764,0
-0.014186,0.07232,0
-0.053823,0.10684,0
-0.049859,0.11711,0
-0.033796,0.095947,0
-0.034004,0.09266,0
-0.040263,0.084031,0
-0.037759,0.056911,0
-0.0033378,-0.0010273,0
0.035047,-0.055884,0
0.055283,-0.065335,0
0.051319,-0.021984,0
0.0085532,0.03842,0
-0.02712,0.057527,0
-0.052362,0.059993,0
-0.051319,0.035544,0
-0.045478,0.051775,0
-0.059247,0.071704,0
-0.057995,0.063691,0
-0.053614,0.028764,0
-0.0070929,-0.051158,0
0.039637,-0.070882,0
0.031084,-0.054035,0
-0.014186,-0.0086291,0
-0.078648,0.022395,0
-0.096589,0.027942,0
-0.081986,0.015409,0
-0.049442,0.00041091,0
-0.031292,0.038215,0
-0.050902,0.067595,0
-0.035465,0.07232,0
-0.01815,0.026915,0
0.015229,-0.021573,0
0.047147,-0.046433,0
0.028789,-0.0339,0
0.0064671,-0.0030818,0
-0.027329,0.010273,0
-0.015229,0.021162,0
0.0091791,0.0078073,0
-0.0098049,0.0452,0
-0.029832,0.07684,0
-0.053823,0.073347,0
-0.036508,0.028764,0
-0.011682,-0.054035,0
-0.005424,-0.087113,0
0.0056326,-0.07458,0
-0.023156,-0.0094509,0
-0.043392,0.025271,0
-0.038177,0.024038,0
-0.010222,0.0092455,0
0.016898,0.00678,0
-0.010431,0.041091,0
-0.03317,0.056705,0
-0.044018,0.064102,0
-0.027746,0.021162,0
0.011265,-0.034516,0
0.025451,-0.060609,0
0.034213,-0.047665,0
0.032544,-0.020545,0
0.049859,-0.020545,0
0.082612,-0.0092455,0
0.10493,0.0016436,0
0.11182,0.062869,0
0.074058,0.12553,0
0.043183,0.14793,0
0.040054,0.11649,0
0.055492,0.034722,0
0.089913,0.0020545,0
0.098675,-0.010478,0
0.092208,0.010067,0
0.070929,0.019107,0
0.061333,0.010067,0
0.088244,0.030202,0
0.096798,0.075402,0
0.069052,0.16128,0
0.017732,0.21717,0
-0.0014603,0.21984,0
0.02712,0.14485,0
0.038802,0.050336,0
0.038594,-0.0030818,0
0.028163,-0.026093,0
0.0091791,-0.018285,0
0.016481,-0.0018491,0
0.024408,0.024038,0
0.025034,0.053213,0
0.0012517,0.12574,0
-0.055074,0.19909,0
-0.088036,0.21347,0
-0.096172,0.1543,0
-0.075936,0.050131,0
-0.036925,-0.020545,0
-0.023365,-0.038009,0
-0.010014,-0.030613,0
0.015646,-0.03842,0
0.043809,-0.031024,0
0.055909,-0.010889,0
0.030458,0.050747,0
-0.012726,0.13231,0
-0.057369,0.16436,0
-0.087827,0.16128,0
-0.074476,0.079305,0
-0.030875,-0.0059582,0
0.0052154,-0.0339,0
0.013143,-0.043556,0
0.012726,-0.020751,0
0.033796,-0.019929,0
0.041514,-0.033284,0
0.031501,-0.014998,0
-0.0035465,0.03616,0
-0.053406,0.10006,0
-0.091999,0.12615,0
-0.10556,0.086291,0
-0.068426,0.0047255,0
-0.024825,-0.057322,0
0.02107,-0.088756,0
0.044852,-0.094509,0
0.059038,-0.10314,0
0.089496,-0.12183,0
